Source IP,Destination IP,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.1,188.227.123.191,0,1.0,854.2142857,59.66666667,1449.375,164,0,0,0,0,0,0,6,358,8,11595,0,235,3,20,12011.0,0.0,12011.0,12011.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk
172.16.0.1,233.94.130.172,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,237,235,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – Sql Injection
205.174.165.73,149.250.231.206,0,1.0,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
172.16.0.1,163.195.181.96,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – XSS
172.16.0.1,89.251.35.43,0,1.0,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
172.16.0.1,170.79.151.134,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – Brute Force
192.168.10.8,205.174.165.73,0,1.0,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
172.16.0.1,135.113.235.20,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,236,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – Brute Force
172.16.0.1,199.171.183.95,0,1.0,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
192.168.10.9,205.174.165.73,0,1.0,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
172.16.0.1,227.102.71.57,0,1.0,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
172.16.0.1,111.83.12.177,0,0.0,34.14285714,59.75,0.0,136,0,0,0,0,0,0,4,239,3,0,29200,235,2,32,1244.0,0.0,1244.0,1244.0,51100000.0,0.0,51100000.0,51100000.0,DoS slowloris
172.16.0.1,1.161.53.116,0,0.0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,1326401.0,0.0,1326401.0,1326401.0,93700000.0,0.0,93700000.0,93700000.0,DDoS
172.16.0.1,15.224.41.118,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1,237.49.92.229,0,1.0,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,108.0,0.0,108.0,108.0,100000000.0,0.0,100000000.0,100000000.0,DoS slowloris
172.16.0.1,36.88.43.173,0,1.0,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,84.0,0.0,84.0,84.0,100000000.0,0.0,100000000.0,100000000.0,DoS slowloris
192.168.10.8,205.174.165.73,0,1.0,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
172.16.0.1,139.196.156.96,0,1.0,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
172.16.0.1,89.185.22.48,0,0.0,1603.603574,4.38940587,3699.312676,89408,0,0,0,0,0,0,2794,12264,2130,7879536,235,235,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed
172.16.0.1,104.153.32.174,0,1.0,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,33.0,0.0,33.0,33.0,105000000.0,0.0,105000000.0,105000000.0,DoS slowloris
192.168.10.15,205.174.165.73,0,0.0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
172.16.0.1,114.238.80.17,0,1.0,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,64240,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1,63.196.248.67,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1,34.85.46.152,0,1.0,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,91.0,0.0,91.0,91.0,100000000.0,0.0,100000000.0,100000000.0,DoS slowloris
172.16.0.1,75.148.150.127,0,0.0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,745.0,0.0,745.0,745.0,8324042.0,0.0,8324042.0,8324042.0,DDoS
172.16.0.1,130.245.55.238,0,0.0,874.6428571,76.625,1938.666667,264,0,0,0,0,0,0,8,613,6,11632,29200,236,1,32,765.0,0.0,765.0,765.0,5590405.0,0.0,5590405.0,5590405.0,DoS GoldenEye
172.16.0.1,182.72.72.180,0,1.0,430.8888889,88.25,705.0,136,0,0,0,0,0,0,4,353,5,3525,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye
172.16.0.1,22.117.139.159,0,0.0,52.9,75.57142857,0.0,256,0,0,0,0,0,0,7,529,3,0,29200,235,2,32,7005210.0,0.0,7005210.0,7005210.0,101000000.0,0.0,101000000.0,101000000.0,DoS Slowhttptest
172.16.0.1,28.255.109.226,0,0.0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7012559.0,0.0,7012559.0,7012559.0,18700000.0,12200000.0,32100000.0,8016054.0,DoS Slowhttptest
192.168.10.15,205.174.165.73,0,0.0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
172.16.0.1,232.168.169.36,0,1.0,7.0,7.0,0.0,64,0,0,0,0,0,0,2,14,2,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1,118.229.146.77,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – XSS
172.16.0.1,158.167.215.119,0,1.0,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1,37.11.225.92,0,1.0,12.5,12.44444444,12.53333333,296,0,0,0,0,0,0,9,112,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
192.168.10.8,205.174.165.73,0,1.0,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
172.16.0.1,208.48.147.219,0,0.0,52.14285714,91.25,0.0,136,0,0,0,0,0,0,4,365,3,0,29200,235,2,32,5577.0,0.0,5577.0,5577.0,110000000.0,0.0,110000000.0,110000000.0,DoS Slowhttptest
172.16.0.1,139.157.224.15,0,1.0,946.2307692,116.6666667,1656.428571,176,0,0,0,0,0,0,6,700,7,11595,0,235,3,20,11013.0,0.0,11013.0,11013.0,86400000.0,0.0,86400000.0,86400000.0,DoS Hulk
172.16.0.1,29.155.117.1,0,1.0,854.5,52.57142857,1656.428571,232,0,0,0,0,0,0,7,368,7,11595,274,235,1,32,3.0,0.0,3.0,3.0,84200000.0,0.0,84200000.0,84200000.0,DoS Hulk
172.16.0.1,61.81.155.191,0,1.0,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,35.0,0.0,35.0,35.0,100000000.0,0.0,100000000.0,100000000.0,DoS slowloris
172.16.0.1,34.190.106.221,0,1.0,852.0,47.57142857,1656.428571,220,0,0,0,0,0,0,7,333,7,11595,251,235,2,20,1017.0,0.0,1017.0,1017.0,83600000.0,0.0,83600000.0,83600000.0,DoS Hulk
172.16.0.1,209.206.135.83,0,0.0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7015638.0,0.0,7015638.0,7015638.0,18700000.0,12200000.0,32100000.0,8015675.0,DoS Slowhttptest
172.16.0.1,69.220.13.123,0,0.0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7013187.0,0.0,7013187.0,7013187.0,18700000.0,12200000.0,32000000.0,8015913.0,DoS Slowhttptest
172.16.0.1,30.225.189.96,0,0.0,197.7777778,222.5,0.0,264,0,0,0,0,0,0,8,1780,1,0,29200,28960,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Slowhttptest
172.16.0.1,191.37.2.130,0,0.0,302.25,107.4,627.0,168,0,0,0,0,0,0,5,537,3,1881,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – Sql Injection
172.16.0.1,129.170.207.13,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – XSS
172.16.0.1,64.60.178.139,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,115000000.0,0.0,115000000.0,115000000.0,DoS GoldenEye
172.16.0.1,54.209.87.115,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – XSS
172.16.0.1,158.168.51.97,0,1.0,327.5,149.75,505.25,136,0,0,0,0,0,0,4,599,4,2021,29200,236,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – Sql Injection
172.16.0.1,154.101.50.31,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,257,235,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – Sql Injection
172.16.0.1,237.234.191.61,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,257,235,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – Sql Injection
172.16.0.1,41.156.58.121,0,1.0,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1,109.42.69.193,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
205.174.165.73,35.7.162.247,0,1.0,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
172.16.0.1,24.206.177.169,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,18500000.0,0.0,18500000.0,18500000.0,DoS GoldenEye
172.16.0.1,12.205.207.69,0,0.0,920.1538462,45.875,2319.0,264,0,0,0,0,0,0,8,367,5,11595,274,235,1,32,970.0,0.0,970.0,970.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk
172.16.0.1,54.241.42.153,0,1.0,12.41666667,12.22222222,12.53333333,296,0,0,0,0,0,0,9,110,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1,71.234.201.226,0,0.0,1644.303977,4.902395424,3927.262213,89504,0,0,0,0,0,0,2797,13712,2006,7878088,349,349,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed
172.16.0.1,4.99.105.174,0,1.0,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
172.16.0.1,124.232.182.85,0,0.0,75.71428571,132.5,0.0,136,0,0,0,0,0,0,4,530,3,0,29200,235,2,32,5260.0,0.0,5260.0,5260.0,109000000.0,0.0,109000000.0,109000000.0,DoS Slowhttptest
172.16.0.1,74.240.107.108,0,0.0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1,12.102.80.28,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,103000000.0,0.0,103000000.0,103000000.0,DoS GoldenEye
172.16.0.1,29.114.194.70,0,1.0,12.33333333,12.0,12.53333333,296,0,0,0,0,0,0,9,108,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1,112.198.130.10,0,1.0,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1,25.231.44.123,0,0.0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7011984.0,0.0,7011984.0,7011984.0,18700000.0,12200000.0,32100000.0,8015902.0,DoS Slowhttptest
172.16.0.1,153.14.105.116,0,0.0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7005259.0,0.0,7005259.0,7005259.0,18700000.0,12200000.0,32100000.0,8015920.0,DoS Slowhttptest
172.16.0.1,103.242.239.239,0,0.0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1,185.207.198.84,0,1.0,12.41666667,12.22222222,12.53333333,296,0,0,0,0,0,0,9,110,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1,63.2.45.217,0,0.0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
172.16.0.1,89.255.172.45,0,1.0,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1,168.22.242.173,0,0.0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3707864.5,5243237.088,7415393.0,336.0,19300000.0,18800000.0,51300000.0,5869171.0,DoS slowloris
172.16.0.1,158.197.223.124,0,2.0,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
172.16.0.1,64.200.79.134,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,88900000.0,0.0,88900000.0,88900000.0,DoS GoldenEye
172.16.0.1,151.34.45.173,0,1.0,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1,83.190.85.245,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – Brute Force
205.174.165.73,134.249.155.57,0,1.0,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14,205.174.165.73,0,0.0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
172.16.0.1,220.196.252.28,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – Brute Force
172.16.0.1,219.101.196.169,0,0.0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
192.168.10.9,205.174.165.73,0,1.0,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.8,205.174.165.73,0,1.0,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
172.16.0.1,128.105.102.215,0,0.0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7012369.0,0.0,7012369.0,7012369.0,18700000.0,12200000.0,32100000.0,8015700.0,DoS Slowhttptest
205.174.165.73,193.207.242.62,0,1.0,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
172.16.0.1,41.164.154.22,0,0.0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
192.168.10.8,205.174.165.73,0,1.0,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
172.16.0.1,51.219.245.214,0,1.0,997.1666667,73.0,1656.428571,144,0,0,0,0,0,0,5,365,7,11595,0,235,2,20,12004.0,0.0,12004.0,12004.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk
172.16.0.1,1.205.27.113,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – XSS
172.16.0.1,157.144.95.212,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,293,236,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – Sql Injection
172.16.0.1,159.86.178.164,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – XSS
172.16.0.1,207.35.253.165,0,0.0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1,37.102.200.201,0,0.0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
192.168.10.9,205.174.165.73,0,0.0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
172.16.0.1,166.70.19.155,0,0.0,197.7777778,222.5,0.0,264,0,0,0,0,0,0,8,1780,1,0,29200,28960,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Slowhttptest
172.16.0.1,59.213.155.157,0,1.0,998.25,75.6,1656.428571,144,0,0,0,0,0,0,5,378,7,11595,0,235,2,20,10983.0,0.0,10983.0,10983.0,98400000.0,0.0,98400000.0,98400000.0,DoS Hulk
172.16.0.1,38.8.234.8,0,0.0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1997.0,0.0,1997.0,1997.0,9008740.0,0.0,9008740.0,9008740.0,DDoS
172.16.0.1,76.72.84.236,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – Brute Force
172.16.0.1,151.91.252.245,0,0.0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1,140.132.229.202,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1,105.116.47.193,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1,88.191.41.45,0,2.0,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
172.16.0.1,39.125.79.119,0,0.0,1621.384805,4.378436273,3808.378927,89632,0,0,0,0,0,0,2801,12264,2069,7879536,235,235,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed
172.16.0.1,213.55.197.28,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – Brute Force
172.16.0.1,234.228.226.151,0,1.0,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1,28.55.16.214,0,0.0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,1981.0,0.0,1981.0,1981.0,39200000.0,44100000.0,70400000.0,8077810.0,DDoS
172.16.0.1,160.118.217.83,0,1.0,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1,209.73.195.82,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1,221.213.208.60,0,1.0,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1,157.225.223.90,0,0.0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7009688.0,0.0,7009688.0,7009688.0,18700000.0,12200000.0,32100000.0,8015697.0,DoS Slowhttptest
172.16.0.1,105.33.183.50,0,0.0,1016.5,62.88888889,3877.333333,296,0,0,0,0,0,0,9,566,3,11632,29200,236,1,32,955.0,0.0,955.0,955.0,6270762.0,0.0,6270762.0,6270762.0,DoS GoldenEye
172.16.0.1,101.221.104.44,0,0.0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1,48.110.118.213,0,0.0,997.4166667,53.42857143,2319.0,220,0,0,0,0,0,0,7,374,5,11595,251,235,2,20,6.0,0.0,6.0,6.0,85400000.0,0.0,85400000.0,85400000.0,DoS Hulk
172.16.0.1,185.20.251.99,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack – XSS
172.16.0.1,60.48.138.27,0,1.0,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1,49.231.29.214,0,0.0,402.0,128.1428571,881.25,232,0,0,0,0,0,0,7,897,4,3525,29200,235,3,32,412830.0,0.0,412830.0,412830.0,5857833.0,0.0,5857833.0,5857833.0,DoS GoldenEye
172.16.0.1,194.78.241.63,0,0.0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3205989.5,4533447.543,6411621.0,358.0,19300000.0,18800000.0,51300000.0,5840576.0,DoS slowloris
172.16.0.1,237.203.14.213,0,0.0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3206346.5,4533707.759,6412162.0,531.0,19200000.0,18800000.0,51300000.0,5831327.0,DoS slowloris
172.16.0.1,75.151.123.37,0,0.0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010549.0,0.0,7010549.0,7010549.0,18700000.0,12200000.0,32100000.0,8015921.0,DoS Slowhttptest
172.16.0.1,85.213.158.85,0,1.0,1983.0,1983.0,0.0,32,0,0,0,0,0,0,1,1983,1,0,235,235,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Slowhttptest
172.16.0.1,170.48.253.186,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye
172.16.0.1,58.238.140.16,0,1.0,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,14.0,0.0,14.0,14.0,119000000.0,0.0,119000000.0,119000000.0,DoS slowloris
172.16.0.1,208.124.47.9,0,1.0,12.41666667,12.22222222,12.53333333,296,0,0,0,0,0,0,9,110,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1,16.29.227.201,0,0.0,534.0,356.0,0.0,64,0,0,0,0,0,0,2,712,0,0,229,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Slowhttptest
172.16.0.1,201.76.106.211,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1,48.89.21.234,0,1.0,12.41666667,12.22222222,12.53333333,296,0,0,0,0,0,0,9,110,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1,166.199.195.172,0,0.0,920.5384615,41.875,2326.4,264,0,0,0,0,0,0,8,335,5,11632,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye
